Field_ID;observer;Sample_ID;Specimen;horizon;identification;gsmf_taxa;moisture;latitude;longitude;date;vegetation;comment
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;diplopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;diplopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;diplopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;isopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;isopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;isopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;isopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;isopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;araneae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;coleoptera_adult;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;coleoptera_larvae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;coleoptera_larvae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;coleoptera_larvae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;coleoptera_larvae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;coleoptera_larvae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;coleoptera_larvae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;coleoptera_larvae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;ant;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;symphyla;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-1;NA;NA;NA;diptera_larvae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;earthworm;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;diplopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;diplopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;diplopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;diplopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;diplopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;diplopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;chilopoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;araneae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;araneae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;araneae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;araneae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;araneae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;coleoptera_adult;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;coleoptera_adult;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;diptera_larvae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;diptera_larvae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;diptera_larvae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;coleoptera_larvae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;coleoptera_larvae;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;ant;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;ant;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;ant;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;ant;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;ant;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;ant;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;gastropoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;gastropoda;NA;NA;NA;08/04/2026;forest;
Dourdan-Forest;Alex;Dourdan-TSBF-3;NA;NA;NA;gastropoda;NA;NA;NA;08/04/2026;forest;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
